Agent,time_step,reward,total_throughput_mbps,avg_ue_throughput_mbps,num_satisfied_ues,percentage_satisfied_ues,handovers_this_step,total_handovers_cumulative,avg_bs_load_factor,ue_details,num_connected_ues,sinr_min_db,sinr_max_db,sinr_avg_db,rbs_avg_per_ue,rsrp_avg_dbm,actual_num_ues,epsilon
Baseline,26.0,0.7229166666666668,53.97491360757447,3.5983275738382985,14.666666666666666,73.33333333333333,0.3333333333333333,12.333333333333334,0.75,[],20.0,45.998527450647174,90.48245688466015,64.31448196536138,0.75,-79.99042776573357,20.0,1.0
Baseline,27.0,0.7155833333333333,52.59323969389752,3.5062159795931684,14.666666666666666,73.33333333333333,0.6666666666666666,13.0,0.75,[],20.0,44.25832062067053,95.50785261714601,63.36621154951475,0.75,-81.19676128006195,20.0,1.0
Baseline,28.0,0.7162499999999999,53.09002381358807,3.5393349209058713,14.666666666666666,73.33333333333333,1.0,14.0,0.75,[],20.0,42.82896498988506,92.45215269939222,64.98394906870152,0.75,-79.5904049241311,20.0,1.0
Baseline,29.0,0.72625,53.87305985146253,3.591537323430835,14.666666666666666,73.33333333333333,0.0,14.0,0.75,[],20.0,41.730510720221254,86.01351620713757,63.83065896184297,0.75,-80.48134984749659,20.0,1.0
Baseline,30.0,0.72125,53.67739315587628,3.578492877058419,15.0,75.0,1.0,15.0,0.75,[],20.0,43.827542232399175,90.48376481221605,65.00855889435122,0.75,-80.3326566425659,20.0,1.0
Baseline,31.0,0.72125,50.87022713641909,3.3913484757612724,15.0,75.0,1.0,16.0,0.75,[],20.0,42.59599661695015,89.3381192233271,62.796643103192686,0.75,-80.14420901895977,20.0,1.0
Baseline,32.0,0.7279166666666667,53.16056418197142,3.5440376121314277,15.0,75.0,0.3333333333333333,16.333333333333332,0.75,[],20.0,41.586819905984804,88.34998156044219,64.06815059497859,0.75,-79.9619963183479,20.0,1.0
Baseline,33.0,0.7195833333333334,54.027547120405615,3.6018364746937075,14.666666666666666,73.33333333333333,0.6666666666666666,17.0,0.75,[],20.0,44.82985584103344,89.9583848966837,64.4186777283394,0.75,-81.08063496686563,20.0,1.0
Baseline,34.0,0.72625,54.517827647724964,3.634521843181664,14.666666666666666,73.33333333333333,0.0,17.0,0.75,[],20.0,42.491721602035106,92.17638181359747,63.800957903641184,0.75,-79.58922241366606,20.0,1.0
Baseline,35.0,0.7245833333333334,53.840137455745385,3.5893424970496923,15.0,75.0,0.6666666666666666,17.666666666666668,0.75,[],20.0,47.20139873585734,92.68345714600042,64.43312311374305,0.75,-80.907108977509,20.0,1.0
Baseline,36.0,0.7245833333333334,54.091527114633514,3.606101807642234,15.0,75.0,0.6666666666666666,18.333333333333332,0.75,[],20.0,45.772005430286335,88.7075373614703,63.68887133218974,0.75,-80.54983891375635,20.0,1.0
Baseline,37.0,0.7245833333333334,54.23874426864368,3.6159162845762456,15.0,75.0,0.6666666666666666,19.0,0.75,[],20.0,46.595590588667164,95.97179423191795,65.95740579682204,0.75,-80.3486416783829,20.0,1.0
Baseline,38.0,0.7195833333333334,54.15660583567708,3.610440389045138,14.666666666666666,73.33333333333333,0.6666666666666666,19.666666666666668,0.75,[],20.0,44.627539150227506,86.15442077603812,65.81303618891964,0.75,-79.21965909140681,20.0,1.0
Baseline,39.0,0.7229166666666668,52.77597969729848,3.5183986464865655,14.666666666666666,73.33333333333333,0.3333333333333333,20.0,0.75,[],20.0,42.12209138562701,91.34567391010212,64.18909641688637,0.75,-80.45615568705918,20.0,1.0
Baseline,40.0,0.7162499999999999,53.064476318656695,3.537631754577113,14.666666666666666,73.33333333333333,1.0,21.0,0.75,[],20.0,42.19944532699015,97.79231242740461,65.72371231608169,0.75,-79.76289222206306,20.0,1.0
Baseline,41.0,0.7229166666666668,53.17685470115695,3.545123646743797,14.666666666666666,73.33333333333333,0.3333333333333333,21.333333333333332,0.75,[],20.0,41.43950461142643,88.03375346112621,64.32821962289658,0.75,-82.2670779658276,20.0,1.0
Baseline,42.0,0.7079166666666667,49.915292331258804,3.327686155417254,13.666666666666666,68.33333333333333,0.3333333333333333,21.666666666666668,0.75,[],20.0,39.358338359676054,97.67526598500568,62.06476160179167,0.75,-79.50809220705638,20.0,1.0
Baseline,43.0,0.7065833333333332,50.99410509140805,3.3996070060938703,14.333333333333334,71.66666666666667,0.6666666666666666,22.333333333333332,0.75,[],20.0,38.46880117594272,91.17285110588551,63.2780424270764,0.75,-80.92878964731608,20.0,1.0
Baseline,44.0,0.7079166666666666,54.60204807521928,3.6401365383479525,15.0,75.0,2.3333333333333335,24.666666666666668,0.75,[],20.0,50.913034314051174,93.75848085020014,65.04048778500174,0.75,-80.1678633019253,20.0,1.0
Baseline,45.0,0.7179166666666665,53.137674101449285,3.624638607814987,14.666666666666666,73.33333333333333,0.3333333333333333,25.0,0.75,[],20.0,44.179850206514466,93.86939121116687,64.53774892317755,0.75,-81.29443781138968,20.0,1.0
Baseline,46.0,0.7229166666666668,51.789488364950294,3.4526325576633528,14.666666666666666,73.33333333333333,0.3333333333333333,25.333333333333332,0.75,[],20.0,40.36199818782888,94.13580426701465,62.31726859274469,0.75,-80.53782723779346,20.0,1.0
Baseline,47.0,0.7245833333333334,55.67629473320352,3.711752982213568,15.0,75.0,0.6666666666666666,26.0,0.75,[],20.0,49.043297960379086,88.54966576623815,66.35080774179386,0.75,-80.69394864299832,20.0,1.0
Baseline,48.0,0.7212500000000001,53.525636564997335,3.5683757709998223,14.333333333333334,71.66666666666667,0.0,26.0,0.75,[],20.0,37.43894403169437,92.5370551423959,64.64848883873778,0.75,-80.53415972053439,20.0,1.0
Baseline,49.0,0.7229166666666668,53.976914320334096,3.59846095468894,14.666666666666666,73.33333333333333,0.3333333333333333,26.333333333333332,0.75,[],20.0,43.03268152554697,89.27858784502365,64.91346060973397,0.75,-79.97282170529063,20.0,1.0
Baseline,50.0,0.7312499999999998,54.89348549257786,3.6595656995051904,15.0,75.0,0.0,26.333333333333332,0.75,[],20.0,46.87565918333246,95.76436599020677,67.87115166104805,0.75,-79.89935691493228,20.0,1.0
Baseline,51.0,0.7229166666666668,53.894375957640385,3.592958397176026,14.666666666666666,73.33333333333333,0.3333333333333333,26.666666666666668,0.75,[],20.0,41.43012118475931,86.99026407430354,65.253648124685,0.75,-79.98572104822489,20.0,1.0
Baseline,52.0,0.72125,54.275652199338566,3.6183768132892378,15.0,75.0,1.0,27.666666666666668,0.75,[],20.0,41.83792570402838,93.59511895207919,64.78416525461331,0.75,-80.21590779606369,20.0,1.0
Baseline,53.0,0.7312499999999998,52.82036962173053,3.521357974782035,15.0,75.0,0.0,27.666666666666668,0.75,[],20.0,46.69393819763798,84.1020113043926,62.82354510064598,0.75,-80.31473870222804,20.0,1.0
Baseline,54.0,0.7229166666666668,52.32551144399284,3.4883674295995224,14.666666666666666,73.33333333333333,0.3333333333333333,28.0,0.75,[],20.0,40.67305279071283,95.93943698303308,63.34574646618834,0.75,-81.1580732158274,20.0,1.0
Baseline,55.0,0.7245833333333334,53.91728706063656,3.5944858040424372,15.0,75.0,0.6666666666666666,28.666666666666668,0.75,[],20.0,47.089066237061076,93.94918833985207,64.75550111592847,0.75,-81.08647620112744,20.0,1.0
Baseline,56.0,0.7312499999999998,54.344514237959835,3.6229676158639887,15.0,75.0,0.0,28.666666666666668,0.75,[],20.0,45.75621575519306,87.88433494698114,65.93074631444092,0.75,-80.30873875556692,20.0,1.0
Baseline,57.0,0.7195833333333334,51.824304139681004,3.454953609312067,14.666666666666666,73.33333333333333,0.6666666666666666,29.333333333333332,0.75,[],20.0,41.94311179330422,95.48200867887552,63.94808770331568,0.75,-79.65143368979797,20.0,1.0
Baseline,58.0,0.72125,54.16449645009933,3.69265324063286,14.666666666666666,73.33333333333333,0.0,29.333333333333332,0.75,[],20.0,43.32082837366304,90.64083173752869,64.27341818218696,0.75,-79.75797488714396,20.0,1.0
Baseline,59.0,0.7229166666666668,54.453542516370085,3.630236167758006,14.666666666666666,73.33333333333333,0.3333333333333333,29.666666666666668,0.75,[],20.0,43.73382577190856,98.72360396604371,66.42837954299978,0.75,-80.66931804332809,20.0,1.0
Baseline,60.0,0.72125,55.12701731912872,3.6751344879419148,15.0,75.0,1.0,30.666666666666668,0.75,[],20.0,44.77968986075652,91.82065638996899,65.18967217538555,0.75,-80.11915609074059,20.0,1.0
Baseline,61.0,0.7179166666666665,52.670626898449804,3.591678520969588,14.666666666666666,73.33333333333333,0.3333333333333333,31.0,0.75,[],20.0,45.81525228330628,92.70039826156517,63.49459641376317,0.75,-81.22100135645127,20.0,1.0
Baseline,62.0,0.7179166666666665,53.635902040310214,3.5757268026873468,15.0,75.0,1.3333333333333333,32.333333333333336,0.75,[],20.0,43.87898542436207,90.88373793083349,64.26012321058215,0.75,-79.6346536658533,20.0,1.0
Baseline,63.0,0.7245833333333334,54.71478118139447,3.647652078759631,15.0,75.0,0.6666666666666666,33.0,0.75,[],20.0,43.63063559389718,92.43503917049422,65.15103470471098,0.75,-79.77444592169971,20.0,1.0
Baseline,64.0,0.7245833333333334,52.935047831255496,3.529003188750366,15.0,75.0,0.6666666666666666,33.666666666666664,0.75,[],20.0,43.24455641598187,90.96035719794635,63.48029780813264,0.75,-80.70241720581124,20.0,1.0
Baseline,65.0,0.72625,54.29202879444549,3.619468586296366,14.666666666666666,73.33333333333333,0.0,33.666666666666664,0.75,[],20.0,44.69168535972441,91.35507134246886,64.70390001540207,0.75,-80.54343352423778,20.0,1.0
Baseline,66.0,0.7279166666666667,53.98158801885208,3.5987725345901382,15.0,75.0,0.3333333333333333,34.0,0.75,[],20.0,46.24251319201892,91.79689335597664,65.11900229848838,0.75,-80.0695809889832,20.0,1.0
Baseline,67.0,0.7229166666666668,53.3219878920897,3.5547991928059797,14.666666666666666,73.33333333333333,0.3333333333333333,34.333333333333336,0.75,[],20.0,40.69476447372891,90.17168855058105,64.88156269031745,0.75,-80.87135302941327,20.0,1.0
Baseline,68.0,0.7079166666666666,51.684532348471855,3.445635489898123,14.333333333333334,71.66666666666667,1.3333333333333333,35.666666666666664,0.75,[],20.0,41.68221028083733,91.23926008545287,63.61585067165404,0.75,-79.77852942700464,20.0,1.0
Baseline,69.0,0.7162499999999999,53.8988804592104,3.5932586972806937,14.666666666666666,73.33333333333333,1.0,36.666666666666664,0.75,[],20.0,40.59242056520892,90.5229098363958,63.7122669479549,0.75,-79.87642517265273,20.0,1.0
Baseline,70.0,0.7312499999999998,54.29380132707746,3.6195867551384975,15.0,75.0,0.0,36.666666666666664,0.75,[],20.0,44.85930483099608,90.14723699962026,64.17620041332297,0.75,-81.1215069507381,20.0,1.0
Baseline,71.0,0.72625,53.332152794626886,3.5554768529751253,14.666666666666666,73.33333333333333,0.0,36.666666666666664,0.75,[],20.0,42.50598121766816,90.13578351499284,63.27923870775655,0.75,-80.51313834318361,20.0,1.0
Baseline,72.0,0.7245833333333334,55.19204948438544,3.679469965625696,15.0,75.0,0.6666666666666666,37.333333333333336,0.75,[],20.0,48.21847810818347,99.49620176228387,66.19142105231175,0.75,-79.78542004071059,20.0,1.0
Baseline,73.0,0.7279166666666667,54.932307610875476,3.6621538407250314,15.0,75.0,0.3333333333333333,37.666666666666664,0.75,[],20.0,44.17274105301279,97.39419823275402,65.5135183615431,0.75,-81.46321374218435,20.0,1.0
Baseline,74.0,0.7312499999999998,54.62160775245936,3.641440516830624,15.0,75.0,0.0,37.666666666666664,0.75,[],20.0,45.18629574643683,97.89743664300056,66.44778186299254,0.75,-80.06439509690621,20.0,1.0
Baseline,75.0,0.7279166666666667,53.12151570511134,3.5414343803407564,15.0,75.0,0.3333333333333333,38.0,0.75,[],20.0,44.064093765762834,95.57247621042416,65.15926803056688,0.75,-80.65912060024979,20.0,1.0
Baseline,76.0,0.72125,54.24284692237051,3.6161897948247,15.0,75.0,1.0,39.0,0.75,[],20.0,43.666982740241174,93.09849444421643,65.31502342280267,0.75,-80.31299347924613,20.0,1.0
Baseline,77.0,0.72125,55.09029305097982,3.6726862033986545,15.0,75.0,1.0,40.0,0.75,[],20.0,44.088075271510554,91.66725874503562,65.09627421296902,0.75,-80.97471278566816,20.0,1.0
Baseline,78.0,0.7099166666666666,50.92088356462478,3.3947255709749857,14.333333333333334,71.66666666666667,0.3333333333333333,40.333333333333336,0.75,[],20.0,33.10549187304594,88.69156800892613,62.77732955672254,0.75,-80.69939062705113,20.0,1.0
Baseline,79.0,0.7245833333333334,53.25008423797075,3.5500056158647175,15.0,75.0,0.6666666666666666,41.0,0.75,[],20.0,43.06026483435505,95.79130613088842,64.5434625155131,0.75,-80.755483914735,20.0,1.0
Baseline,80.0,0.7179166666666665,53.68627077536147,3.5790847183574317,15.0,75.0,1.3333333333333333,42.333333333333336,0.75,[],20.0,42.9485770394871,91.84058483518379,65.20760013836345,0.75,-80.69416949007383,20.0,1.0
Baseline,81.0,0.7195833333333334,52.2557177928926,3.4837145195261727,14.666666666666666,73.33333333333333,0.6666666666666666,43.0,0.75,[],20.0,43.51102092917338,93.73188998921243,63.95807452735502,0.75,-80.41849024075394,20.0,1.0
Baseline,82.0,0.72625,52.39194297700528,3.492796198467019,14.666666666666666,73.33333333333333,0.0,43.0,0.75,[],20.0,39.83873343934605,88.9896270342216,63.10411078844135,0.75,-79.96141779111615,20.0,1.0
Baseline,83.0,0.71325,52.823058398848275,3.521537226589885,14.333333333333334,71.66666666666667,0.0,43.0,0.75,[],20.0,36.22415261994909,93.52938701250447,64.30507943534592,0.75,-81.41474038587359,20.0,1.0
Baseline,84.0,0.7195833333333334,53.13182116327935,3.54212141088529,14.666666666666666,73.33333333333333,0.6666666666666666,43.666666666666664,0.75,[],20.0,41.404311999751364,92.15877295164273,64.91117619489583,0.75,-81.06287975766399,20.0,1.0
Baseline,85.0,0.7245833333333334,54.99507233823368,3.666338155882246,15.0,75.0,0.6666666666666666,44.333333333333336,0.75,[],20.0,47.12841150907527,90.64481074895376,65.4578117258878,0.75,-80.13770674080396,20.0,1.0
Baseline,86.0,0.6999166666666667,52.27323072163068,3.4848820481087124,14.333333333333334,71.66666666666667,1.3333333333333333,45.666666666666664,0.75,[],20.0,32.2502995360252,93.84306115174944,64.55877594160944,0.75,-80.05093650146081,20.0,1.0
Baseline,87.0,0.7155833333333333,52.11807451254125,3.4745383008360835,14.666666666666666,73.33333333333333,0.6666666666666666,46.333333333333336,0.75,[],20.0,39.54362895782935,87.2124699118375,62.89588114110669,0.75,-80.1114910084935,20.0,1.0
Baseline,88.0,0.7279166666666667,55.2957979474628,3.686386529830854,15.0,75.0,0.3333333333333333,46.666666666666664,0.75,[],20.0,47.97094206669862,93.88695704667857,66.22685767286228,0.75,-80.40470845981704,20.0,1.0
Baseline,89.0,0.7279166666666667,52.26417217542241,3.4842781450281604,15.0,75.0,0.3333333333333333,47.0,0.75,[],20.0,43.67167815565542,92.67737214139792,63.86758847576015,0.75,-80.76072192283405,20.0,1.0
Baseline,90.0,0.7229166666666668,50.61176426128396,3.3741176174189307,14.666666666666666,73.33333333333333,0.3333333333333333,47.333333333333336,0.75,[],20.0,39.458465563509925,94.47905768398151,64.0518156268937,0.75,-80.64403491076482,20.0,1.0
Baseline,91.0,0.7139166666666666,52.31928967530854,3.48795264502057,14.333333333333334,71.66666666666667,0.3333333333333333,47.666666666666664,0.75,[],20.0,35.65435921093749,95.23080587472994,65.61009524557821,0.75,-80.15646347823379,20.0,1.0
Baseline,92.0,0.71125,52.23858189415233,3.4825721262768226,14.333333333333334,71.66666666666667,1.0,48.666666666666664,0.75,[],20.0,42.27657757152976,90.09575764610615,63.401220077120705,0.75,-80.75417424629437,20.0,1.0
Baseline,93.0,0.72125,50.88556189453029,3.392370792968686,15.0,75.0,1.0,49.666666666666664,0.75,[],20.0,40.5140985560289,90.68240202839684,63.16880306002273,0.75,-80.41589200955796,20.0,1.0
Baseline,94.0,0.7229166666666668,55.02378411283598,3.6682522741890655,14.666666666666666,73.33333333333333,0.3333333333333333,50.0,0.75,[],20.0,43.713669337907135,96.08442161760742,65.41618342503682,0.75,-80.14777037548065,20.0,1.0
Baseline,95.0,0.7312499999999998,53.8335401649691,3.5889026776646067,15.0,75.0,0.0,50.0,0.75,[],20.0,43.45858287157062,94.41864186376033,65.35527210681565,0.75,-80.47373245949687,20.0,1.0
Baseline,96.0,0.7195833333333334,54.073938770382235,3.6049292513588154,14.666666666666666,73.33333333333333,0.6666666666666666,50.666666666666664,0.75,[],20.0,42.7693358123926,91.65772329327244,65.7836992061195,0.75,-81.05765293822904,20.0,1.0
Baseline,97.0,0.72625,52.79194536533748,3.5194630243558325,14.666666666666666,73.33333333333333,0.0,50.666666666666664,0.75,[],20.0,42.70524321906954,92.45390770526488,64.76311043645933,0.75,-80.13350913914915,20.0,1.0
Baseline,98.0,0.70325,52.534272605500426,3.502284840366695,14.333333333333334,71.66666666666667,1.0,51.666666666666664,0.75,[],20.0,31.692218239528767,89.52732885318154,64.66997205283668,0.75,-79.97823095412595,20.0,1.0
Baseline,99.0,0.72625,55.20117838412805,3.68007855894187,14.666666666666666,73.33333333333333,0.0,51.666666666666664,0.75,[],20.0,45.514130786395064,90.10706189191757,66.42861241301368,0.75,-80.80730642616395,20.0,1.0
Baseline,100.0,0.7279166666666667,54.14589828434538,3.609726552289692,15.0,75.0,0.3333333333333333,52.0,0.75,[],20.0,47.99608783348406,92.42100360102258,64.17242434776551,0.75,-79.36301991808034,20.0,1.0
Baseline,101.0,0.7162499999999999,55.248600249309156,3.6832400166206103,14.666666666666666,73.33333333333333,1.0,53.0,0.75,[],20.0,47.345845807351765,92.3443316309134,66.63540990810094,0.75,-80.1104022571236,20.0,1.0
Baseline,102.0,0.7162499999999999,54.47520024149511,3.6316800160996734,14.666666666666666,73.33333333333333,1.0,54.0,0.75,[],20.0,44.683730842836496,88.98495371582673,64.74946389463805,0.75,-80.27608801590907,20.0,1.0
Baseline,103.0,0.7162499999999999,53.50750873901641,3.567167249267761,14.666666666666666,73.33333333333333,1.0,55.0,0.75,[],20.0,42.09761317180867,90.00929759521125,65.01898863716279,0.75,-80.78480157862907,20.0,1.0
Baseline,104.0,0.72125,54.68859652268983,3.645906434845988,15.0,75.0,1.0,56.0,0.75,[],20.0,43.757594547328324,88.61767191711239,65.3111375275076,0.75,-80.06641104162877,20.0,1.0
Baseline,105.0,0.7279166666666667,53.03007636803804,3.535338424535869,15.0,75.0,0.3333333333333333,56.333333333333336,0.75,[],20.0,44.16850731446041,91.45053221345815,64.22963780614221,0.75,-81.02912791385707,20.0,1.0
Baseline,106.0,0.7189166666666665,54.85215658421628,3.656810438947751,14.666666666666666,73.33333333333333,0.3333333333333333,56.666666666666664,0.75,[],20.0,42.22335965824691,90.26864367969968,65.31101385690165,0.75,-79.79579324329994,20.0,1.0
Baseline,107.0,0.7229166666666668,52.092546627094826,3.4728364418063222,14.666666666666666,73.33333333333333,0.3333333333333333,57.0,0.75,[],20.0,39.336563176271284,88.87521599671322,63.33997736983505,0.75,-80.10327533452856,20.0,1.0
Baseline,108.0,0.7155833333333333,52.410748217018295,3.494049881134553,14.666666666666666,73.33333333333333,0.6666666666666666,57.666666666666664,0.75,[],20.0,41.721865120098435,90.1210324132716,62.93332161421164,0.75,-79.6033416613863,20.0,1.0
Baseline,109.0,0.7099166666666666,53.457179352269286,3.5638119568179523,14.333333333333334,71.66666666666667,0.3333333333333333,58.0,0.75,[],20.0,34.07262226479157,93.20981938885326,65.1239411710378,0.75,-80.3250409083908,20.0,1.0
Baseline,110.0,0.7039166666666666,52.668887984179115,3.511259198945274,14.333333333333334,71.66666666666667,1.3333333333333333,59.333333333333336,0.75,[],20.0,34.25243308285879,90.87011703860412,63.27561442786251,0.75,-80.18067744612627,20.0,1.0
Baseline,111.0,0.72225,52.011102601058276,3.4674068400705518,14.666666666666666,73.33333333333333,0.0,59.333333333333336,0.75,[],20.0,39.42670569913491,95.00063262703041,63.56738117738613,0.75,-80.98881143083672,20.0,1.0
Baseline,112.0,0.7229166666666668,54.39848750262223,3.6265658335081485,14.666666666666666,73.33333333333333,0.3333333333333333,59.666666666666664,0.75,[],20.0,40.63290933200439,92.30181737417746,65.76553222841748,0.75,-80.82744256312304,20.0,1.0
Baseline,113.0,0.7105833333333335,51.61893028198353,3.441262018798902,14.333333333333334,71.66666666666667,0.6666666666666666,60.333333333333336,0.75,[],20.0,37.41954737630902,94.85687629186818,64.02693173070291,0.75,-79.83125417207692,20.0,1.0
Baseline,114.0,0.7229166666666668,53.478032620723205,3.56520217471488,14.666666666666666,73.33333333333333,0.3333333333333333,60.666666666666664,0.75,[],20.0,40.93380092541028,92.89001306411656,64.4767790440897,0.75,-80.29899799048324,20.0,1.0
Baseline,115.0,0.7312499999999998,54.72080258394872,3.648053505596581,15.0,75.0,0.0,60.666666666666664,0.75,[],20.0,46.83228678099874,93.8070553907873,65.81595030966099,0.75,-80.2067506167928,20.0,1.0
Baseline,116.0,0.7245833333333334,54.82408972914153,3.6549393152761014,15.0,75.0,0.6666666666666666,61.333333333333336,0.75,[],20.0,41.86741863828665,90.21157443419213,65.87030244777746,0.75,-80.50302541646637,20.0,1.0
