Agent,time_step,reward,total_throughput_mbps,avg_ue_throughput_mbps,num_satisfied_ues,percentage_satisfied_ues,handovers_this_step,total_handovers_cumulative,avg_bs_load_factor,ue_details,num_connected_ues,sinr_min_db,sinr_max_db,sinr_avg_db,rbs_avg_per_ue,rsrp_avg_dbm,actual_num_ues,epsilon
Baseline,0.0,0.8786184210526317,178.56002569778957,4.667565257454641,38.0,99.12280701754385,0.0,0.0,0.7142857142857143,[],38.333333333333336,43.50066987596174,101.97822301839948,68.65008346814982,1.0,-71.60370853423974,38.333333333333336,1.0
Baseline,1.0,0.88125,174.3847637946545,4.55824705869433,38.333333333333336,100.0,0.0,0.0,0.7142857142857143,[],38.333333333333336,42.42560988480987,102.08022656534438,68.70086880545892,1.0,-75.97107960392613,38.333333333333336,1.0
Baseline,2.0,0.8355910852713179,174.5836142364328,4.560989903550927,38.0,99.22480620155038,4.333333333333333,4.333333333333333,0.7142857142857143,[],38.333333333333336,36.24464131742183,106.86460262076037,68.80224670030111,1.0,-74.63905959029482,38.333333333333336,1.0
Baseline,3.0,0.8422577519379844,179.68921983424954,4.696694478569711,38.0,99.22480620155038,3.6666666666666665,8.0,0.75,[],38.333333333333336,33.892499984826195,106.7719150065634,70.52043340961536,1.0,-76.01462335103501,38.333333333333336,1.0
Baseline,4.0,0.8479166666666665,175.2853994436031,4.584420626439485,38.333333333333336,100.0,3.3333333333333335,11.333333333333334,0.75,[],38.333333333333336,40.706534064599815,108.8069464571784,69.054740721299,1.0,-75.31342644230627,38.333333333333336,1.0
Baseline,5.0,0.8431798245614034,172.86919827470788,4.521864936967705,38.0,99.12280701754385,3.3333333333333335,14.666666666666666,0.75,[],38.333333333333336,38.24811296411679,99.96317807781288,68.37163177507199,1.0,-74.77133357460745,38.333333333333336,1.0
Baseline,6.0,0.8389244186046513,178.9337231972269,4.691132858206628,38.0,99.22480620155038,4.0,18.666666666666668,0.75,[],38.333333333333336,43.64064571404821,104.40327355332823,69.50267253198656,1.0,-74.61366833379354,38.333333333333336,1.0
Baseline,7.0,0.8589244186046511,172.48360378715927,4.524904990855222,38.0,99.22480620155038,2.0,20.666666666666668,0.75,[],38.333333333333336,43.853642566289636,98.38616835714849,67.72997013867358,1.0,-74.67852693434602,38.333333333333336,1.0
Baseline,8.0,0.8331798245614035,177.8581375967639,4.658597240114933,38.0,99.12280701754385,4.333333333333333,25.0,0.75,[],38.333333333333336,39.56428256548728,102.0605414610415,69.00752777268168,1.0,-74.86921656895998,38.333333333333336,1.0
Baseline,9.0,0.8445833333333334,174.07118037104567,4.555808679585865,38.333333333333336,100.0,3.6666666666666665,28.666666666666668,0.75,[],38.333333333333336,42.174153501328966,104.39258570643757,69.12223568482375,1.0,-74.15251286618974,38.333333333333336,1.0
Baseline,10.0,0.8479166666666665,174.2718699397893,4.5576640168252345,38.333333333333336,100.0,3.3333333333333335,32.0,0.75,[],38.333333333333336,41.95022914785873,103.72786105834093,67.6341228901672,1.0,-74.01434942272357,38.333333333333336,1.0
Baseline,11.0,0.8545833333333333,176.1260156801828,4.604456607556127,38.333333333333336,100.0,2.6666666666666665,34.666666666666664,0.75,[],38.333333333333336,42.89874849513481,105.3925662731222,68.91847235298648,1.0,-74.94138819700707,38.333333333333336,1.0
Baseline,12.0,0.8441875764993879,175.09896437301566,4.575934619238436,37.666666666666664,98.34761321909424,3.0,37.666666666666664,0.75,[],38.333333333333336,36.04208229969206,108.91160443747447,69.04210110498876,1.0,-74.26549090575816,38.333333333333336,1.0
Baseline,13.0,0.8579166666666667,172.36801669252108,4.5122675822756335,38.333333333333336,100.0,2.3333333333333335,40.0,0.75,[],38.333333333333336,41.02289402750955,100.25659968124232,67.77747368553493,1.0,-74.74615755239716,38.333333333333336,1.0
Baseline,14.0,0.8486184210526315,173.89699710022126,4.544095742666847,38.0,99.12280701754385,3.0,43.0,0.75,[],38.333333333333336,38.57444254458184,108.17723635264572,69.10652679899876,1.0,-75.47666563348956,38.333333333333336,1.0
Baseline,15.0,0.8422577519379844,176.30251630705197,4.617534831809233,38.0,99.22480620155038,3.6666666666666665,46.666666666666664,0.75,[],38.333333333333336,41.820154406408015,108.25766562871837,69.41456380703237,1.0,-74.66617589490096,38.333333333333336,1.0
Baseline,16.0,0.85125,172.43267791983808,4.517560259864396,38.333333333333336,100.0,3.0,49.666666666666664,0.7142857142857143,[],38.333333333333336,39.05439303211973,105.08248993560069,68.29343969209215,1.0,-74.59991353881786,38.333333333333336,1.0
Baseline,17.0,0.8545833333333333,177.12306724219488,4.6337052318639405,38.333333333333336,100.0,2.6666666666666665,52.333333333333336,0.7142857142857143,[],38.333333333333336,43.40208631407075,104.86905157788412,69.49132629677034,1.0,-73.66552634404285,38.333333333333336,1.0
Baseline,18.0,0.8532655038759689,176.34046901170692,4.616256257176745,37.666666666666664,98.44961240310079,2.3333333333333335,54.666666666666664,0.7142857142857143,[],38.333333333333336,38.39874906063642,103.00985385617493,69.61539377193198,1.0,-74.02766958922065,38.333333333333336,1.0
Baseline,19.0,0.85125,180.5729000469922,4.719990772426443,38.333333333333336,100.0,3.0,57.666666666666664,0.75,[],38.333333333333336,44.14714228912718,103.58268574386072,69.73106755644854,1.0,-74.62532443629544,38.333333333333336,1.0
Baseline,20.0,0.8655910852713178,180.1348567407741,4.712037314392528,38.0,99.22480620155038,1.3333333333333333,59.0,0.75,[],38.333333333333336,44.422556856727795,105.96081820888946,69.49263703984487,1.0,-74.17498823350698,38.333333333333336,1.0
Baseline,21.0,0.8579166666666667,179.87588723044578,4.697503922791363,38.333333333333336,100.0,2.3333333333333335,61.333333333333336,0.75,[],38.333333333333336,46.22024092343268,102.960768653845,69.32581336677121,1.0,-74.25507662286384,38.333333333333336,1.0
Baseline,22.0,0.8392892156862745,175.46457334894106,4.585880150162288,38.0,99.01960784313725,3.6666666666666665,65.0,0.75,[],38.333333333333336,35.239267159364935,107.76977101068057,69.17990332790835,1.0,-74.52494927655783,38.333333333333336,1.0
Baseline,23.0,0.85125,177.96328695498138,4.654994399395677,38.333333333333336,100.0,3.0,68.0,0.75,[],38.333333333333336,42.31163136646527,98.59301600540566,68.70066208751676,1.0,-74.77739489630376,38.333333333333336,1.0
Baseline,24.0,0.8479166666666665,177.50285678470422,4.634753929335464,38.333333333333336,100.0,3.3333333333333335,71.33333333333333,0.75,[],38.333333333333336,40.037043340051675,107.0695152819899,69.320103630208,1.0,-73.31942091764469,38.333333333333336,1.0
Baseline,25.0,0.85125,176.0737487606751,4.6051753284434405,38.333333333333336,100.0,3.0,74.33333333333333,0.75,[],38.333333333333336,47.31555961215676,99.66125260540942,68.65657065497902,1.0,-75.17547853046193,38.333333333333336,1.0
Baseline,26.0,0.8679166666666666,174.56242082659958,4.555097073908055,38.333333333333336,100.0,1.3333333333333333,75.66666666666667,0.75,[],38.333333333333336,39.03867975356176,100.19411035517982,68.92344423053902,1.0,-74.60684761805764,38.333333333333336,1.0
Baseline,27.0,0.8486184210526315,175.5170011259648,4.597363961819777,38.0,99.12280701754385,3.0,78.66666666666667,0.75,[],38.333333333333336,40.96004693232077,98.20389519453829,68.52481466958743,1.0,-74.64763038644622,38.333333333333336,1.0
Baseline,28.0,0.8531798245614035,175.27346934755442,4.583814140156686,38.0,99.12280701754385,2.3333333333333335,81.0,0.75,[],38.333333333333336,37.49022476421637,101.51893636017816,69.05815155488649,1.0,-74.72700486863782,38.333333333333336,1.0
